,0,1,2,3,4
MBMIMM6,"('K6QO', 0.4764713644981384)","('QBOL', 0.3704876005649566)","('GHYX', 0.1072699502110481)","('ECY3', 0.0264257211238145)","('PYUQ', 0.008341790176928)"
309P5DU,"('RVSZ', 0.9999172687530518)","('QBOL', 2.3201890144264325e-05)","('GHYX', 1.5974263078533113e-05)","('SOP4', 7.352567081397865e-06)","('PYUQ', 6.442305675591342e-06)"
6Q7AUOS,"('K6QO', 0.9903312921524048)","('QBOL', 0.0043553924188017)","('PYUQ', 0.0031126763205975)","('GHYX', 0.0008954391232691)","('ECY3', 0.0006648391718044)"
Y1944ZI,"('K6QO', 0.9162002801895142)","('QBOL', 0.0683926865458488)","('PYUQ', 0.0064435908570885)","('RIBP', 0.0024540873710066)","('GHYX', 0.0021385778672993)"
I5K5LE0,"('RVSZ', 0.9997746348381042)","('GHYX', 0.0001201124978251)","('PYUQ', 4.16813709307462e-05)","('QBOL', 1.658462315390352e-05)","('JWFN', 8.113622243399732e-06)"
FOGP33P,"('SOP4', 0.7037177681922913)","('66FJ', 0.1456606537103653)","('RIBP', 0.0733640268445015)","('PYUQ', 0.0305607430636882)","('K6QO', 0.0156306754797697)"
N5H1M40,"('K6QO', 0.687716007232666)","('QBOL', 0.2536412477493286)","('PYUQ', 0.0311858598142862)","('GHYX', 0.0210770480334758)","('ECY3', 0.0016480237245559)"
NK1CZWC,"('RVSZ', 0.9998873472213744)","('GHYX', 5.342311487765983e-05)","('N2MW', 1.5603711290168576e-05)","('QBOL', 1.2318501831032336e-05)","('PYUQ', 1.0681403182388747e-05)"
O8BTX00,"('RIBP', 0.3555168211460113)","('BSTQ', 0.1764474213123321)","('RVSZ', 0.1620811223983764)","('66FJ', 0.1371171325445175)","('SOP4', 0.0745401754975318)"
3B8F9WU,"('RVSZ', 0.9991173148155212)","('PYUQ', 0.0004082823288626)","('GHYX', 0.0003912615939043)","('LJR9', 2.1880898202653043e-05)","('ECY3', 1.636398519622162e-05)"
KAYNHQ1,"('RVSZ', 0.4353935420513153)","('LJR9', 0.166025161743164)","('QBOL', 0.134391963481903)","('8NN1', 0.0836508125066757)","('SOP4', 0.0766086280345916)"
XXR3GPO,"('QBOL', 0.5816625952720642)","('PYUQ', 0.2088691145181656)","('RVSZ', 0.1210087239742279)","('GHYX', 0.0570090301334857)","('7POT', 0.0068297595717012)"
8L6ZJSB,"('SOP4', 0.3524007797241211)","('RVSZ', 0.2492566406726837)","('RIBP', 0.1417100131511688)","('PYUQ', 0.1148697882890701)","('8NN1', 0.0518730171024799)"
3ZSMVS3,"('K6QO', 0.9989498257637024)","('QBOL', 0.0005694281426258)","('GHYX', 0.0001006740421871)","('7POT', 6.879562715766951e-05)","('RIBP', 6.636200123466551e-05)"
Z3VYFJE,"('LJR9', 0.904775321483612)","('RIBP', 0.0566523373126983)","('PYUQ', 0.0242893975228071)","('QBOL', 0.0045422362163662)","('RVSZ', 0.0031684269197285)"
1LSN8PW,"('RVSZ', 0.9999390840530396)","('GHYX', 1.5419866031152196e-05)","('QBOL', 9.730122656037564e-06)","('ECY3', 8.676503966853488e-06)","('SOP4', 5.088783836981747e-06)"
1358HGK,"('RVSZ', 0.5081074833869934)","('RIBP', 0.3601878583431244)","('66FJ', 0.0457693561911582)","('8NN1', 0.0240272171795368)","('GHYX', 0.0220104306936264)"
KPJE0J6,"('K6QO', 0.9964589476585388)","('QBOL', 0.0008904137066565)","('PYUQ', 0.0006442103767767)","('P5DA', 0.0004028179682791)","('SOP4', 0.0003367357130628)"
QYIBCWQ,"('K6QO', 0.9871048927307128)","('QBOL', 0.0083495704457163)","('GHYX', 0.001471065916121)","('ECY3', 0.0005630597588606)","('RIBP', 0.0004876927705481)"
73JIJPP,"('K6QO', 0.9978163242340088)","('QBOL', 0.0008697652374394)","('GHYX', 0.0007963695097714)","('ECY3', 0.0002053334173979)","('PYUQ', 0.0001686967734713)"
4M8Z72M,"('RVSZ', 0.6865858435630798)","('PYUQ', 0.1227839067578315)","('N2MW', 0.0782726779580116)","('7POT', 0.0473008900880813)","('LJR9', 0.0266813468188047)"
JQ6JQOY,"('K6QO', 0.3094602525234222)","('RIBP', 0.2224189639091491)","('SOP4', 0.1780134886503219)","('66FJ', 0.0923255831003189)","('PYUQ', 0.0849432498216629)"
YERSUX6,"('K6QO', 0.9977966547012328)","('GHYX', 0.0009820461273193)","('PYUQ', 0.0002682439517229)","('ECY3', 0.0002344653184991)","('RIBP', 0.0001513980678282)"
YRTGQVA,"('K6QO', 0.9918083548545836)","('QBOL', 0.0045810523442924)","('GHYX', 0.0019777975976467)","('PYUQ', 0.0008053453639149)","('ECY3', 0.0002816646883729)"
PEJO8VY,"('K6QO', 0.9976590871810912)","('QBOL', 0.0019141283119097)","('GHYX', 8.716952288523316e-05)","('N2MW', 7.675382221350446e-05)","('ECY3', 6.515609129564837e-05)"
8VN1RP8,"('QBOL', 0.6702932715415955)","('K6QO', 0.1845862567424774)","('SOP4', 0.0297541748732328)","('ECY3', 0.0247001051902771)","('8NN1', 0.0229595396667718)"
Y9JX37F,"('LJR9', 0.3256477117538452)","('RVSZ', 0.229634553194046)","('QBOL', 0.1101210787892341)","('ECY3', 0.10262431204319)","('GHYX', 0.0657326355576515)"
BH00ODO,"('RVSZ', 0.9955982565879822)","('SOP4', 0.004045910667628)","('RIBP', 0.0001674972445471)","('66FJ', 7.509902934543788e-05)","('8NN1', 3.495044802548364e-05)"
2FT2S78,"('RVSZ', 0.9998966455459596)","('GHYX', 3.055331399082206e-05)","('7POT', 1.533702561573591e-05)","('QBOL', 1.0909932825597934e-05)","('RIBP', 8.480093129037414e-06)"
GHUU90U,"('RVSZ', 0.9998420476913452)","('GHYX', 7.695735257584602e-05)","('QBOL', 2.7444779334473424e-05)","('N2MW', 1.3324552128324283e-05)","('ECY3', 9.502361535851378e-06)"
YYJH69W,"('RVSZ', 0.9997814297676086)","('GHYX', 0.0001621402188902)","('QBOL', 1.5934820112306625e-05)","('N2MW', 1.3852229130861817e-05)","('RIBP', 4.303293735574698e-06)"
78MA4EW,"('RVSZ', 0.6244540810585022)","('BSTQ', 0.3270439207553863)","('GHYX', 0.0139014003798365)","('N2MW', 0.012864775955677)","('7POT', 0.008531735278666)"
4OGIBG6,"('K6QO', 0.9684402346611024)","('QBOL', 0.0239526722580194)","('GHYX', 0.0039814529009163)","('ECY3', 0.0011263377964496)","('N2MW', 0.0006375547382049)"
M2QI7Q6,"('RVSZ', 0.9999006986618042)","('GHYX', 2.3084574422682635e-05)","('7POT', 1.5777963199070655e-05)","('PYUQ', 1.094737308449112e-05)","('66FJ', 8.11965401226189e-06)"
FB3QR4P,"('K6QO', 0.488181322813034)","('QBOL', 0.2293886244297027)","('PYUQ', 0.2254937589168548)","('GHYX', 0.0256460234522819)","('ECY3', 0.0229162313044071)"
7UBGESG,"('K6QO', 0.9880229234695436)","('GHYX', 0.0051919198594987)","('QBOL', 0.0039152204990386)","('PYUQ', 0.0007009362452663)","('ECY3', 0.0006283925031311)"
HWNDOS1,"('K6QO', 0.9985792636871338)","('QBOL', 0.0006844808813184)","('GHYX', 0.0003487476496957)","('PYUQ', 8.67029739310965e-05)","('66FJ', 6.559311441378668e-05)"
IDXDH67,"('K6QO', 0.93266624212265)","('QBOL', 0.0486188866198062)","('GHYX', 0.0072845057584345)","('N2MW', 0.003079344285652)","('P5DA', 0.0021895887330174)"
6MCA3VC,"('K6QO', 0.9925752878189088)","('GHYX', 0.0040527856908738)","('QBOL', 0.0020473867189139)","('ECY3', 0.0003864783793687)","('PYUQ', 0.0002156536793336)"
RBG5Y39,"('QBOL', 0.3399004340171814)","('RVSZ', 0.289753645658493)","('SOP4', 0.2064981311559677)","('PYUQ', 0.0377026498317718)","('ECY3', 0.0336776077747345)"
9ZS8ICN,"('QBOL', 0.7524551153182983)","('K6QO', 0.1438446789979934)","('RIBP', 0.0268560051918029)","('ECY3', 0.0189311020076274)","('7POT', 0.0135229211300611)"
H9OC8KF,"('RVSZ', 0.9997797608375548)","('GHYX', 8.781689393799752e-05)","('7POT', 3.809507688856684e-05)","('QBOL', 2.2977568733040243e-05)","('JWFN', 2.028532981057652e-05)"
GZDIH03,"('K6QO', 0.941036343574524)","('QBOL', 0.0515635162591934)","('GHYX', 0.0038407077081501)","('PYUQ', 0.0015802404377609)","('ECY3', 0.0006526740617118)"
X5PDCJO,"('K6QO', 0.9959296584129332)","('GHYX', 0.0027058995328843)","('QBOL', 0.000544425623957)","('ECY3', 0.0003376019303686)","('PYUQ', 0.0001081385780707)"
R0KRIUG,"('K6QO', 0.9888790845870972)","('PYUQ', 0.0030677868053317)","('66FJ', 0.0028352008666843)","('SOP4', 0.0019129759166389)","('GHYX', 0.0010181189281865)"
9RHKPI8,"('QBOL', 0.6224784851074219)","('GHYX', 0.2058820277452469)","('PYUQ', 0.1481246203184127)","('JWFN', 0.0055169155821204)","('ECY3', 0.0048524928279221)"
0L7QOCE,"('QBOL', 0.8265170454978943)","('K6QO', 0.1299574971199035)","('ECY3', 0.0174586698412895)","('GHYX', 0.0085173416882753)","('N2MW', 0.0077908844687044)"
0RNNGUG,"('RVSZ', 0.9997654557228088)","('7POT', 6.222526280907914e-05)","('PYUQ', 5.612498353002593e-05)","('GHYX', 4.035166421090253e-05)","('QBOL', 2.2801581508247185e-05)"
6U4U3DF,"('K6QO', 0.9957634210586548)","('GHYX', 0.0020739126484841)","('QBOL', 0.0011760647175833)","('ECY3', 0.0004428988322615)","('AHXO', 0.0002522337890695)"
LP3ISXF,"('RVSZ', 0.7529774904251099)","('PYUQ', 0.1681530773639679)","('GHYX', 0.0633753389120101)","('JZ9D', 0.0027765315026044)","('N2MW', 0.0026283436454832)"
DD66NBU,"('JZ9D', 0.998150110244751)","('QBOL', 0.0015186143573373)","('ECY3', 0.0002041066909441)","('PYUQ', 4.4231346691958606e-05)","('JWFN', 2.101666905218736e-05)"
EQDQ88U,"('RVSZ', 0.9999141693115234)","('QBOL', 3.063437543460168e-05)","('N2MW', 1.431003420293564e-05)","('GHYX', 9.8723930932465e-06)","('PYUQ', 9.47730768530164e-06)"
9KP34ZL,"('RVSZ', 0.999184787273407)","('GHYX', 0.0007614859496243)","('QBOL', 1.273843736271374e-05)","('RIBP', 1.0382373147876932e-05)","('PYUQ', 6.092223884479608e-06)"
YXF31QK,"('RVSZ', 0.9998655319213868)","('QBOL', 3.12030351778958e-05)","('GHYX', 2.5586487026885152e-05)","('N2MW', 2.1299856598488983e-05)","('PYUQ', 1.4756512427993584e-05)"
3O2Z6EW,"('RVSZ', 0.9997478127479552)","('GHYX', 0.000136020273203)","('PYUQ', 4.297266059438698e-05)","('QBOL', 2.3270569727174006e-05)","('SOP4', 1.1086780432378872e-05)"
E67O4XG,"('RVSZ', 0.8739709258079529)","('GHYX', 0.1055302023887634)","('PYUQ', 0.0097422273829579)","('ECY3', 0.0032138992100954)","('7POT', 0.0019914945587515)"
WOWN92P,"('RVSZ', 0.9998470544815063)","('GHYX', 4.402409103931859e-05)","('PYUQ', 3.094186831731349e-05)","('ECY3', 1.4827252925897484e-05)","('7POT', 1.2231579603394492e-05)"
QNGFRB1,"('K6QO', 0.9778807163238524)","('QBOL', 0.0137719539925456)","('GHYX', 0.0053700408898293)","('N2MW', 0.000781636335887)","('RIBP', 0.0007640600088052)"
QLM6PTG,"('RVSZ', 0.9998682737350464)","('PYUQ', 3.961646143579856e-05)","('GHYX', 3.208556881872937e-05)","('N2MW', 1.360334863420576e-05)","('QBOL', 9.693027095636351e-06)"
S42VQ0Q,"('J9JW', 0.9977133274078368)","('GHYX', 0.0012461233418434)","('RVSZ', 0.0004928576527163)","('N2MW', 0.0003256149066146)","('PYUQ', 5.663159390678629e-05)"
QZT37NH,"('J9JW', 0.9990864992141724)","('QBOL', 0.0004103383689653)","('RVSZ', 0.000261865381617)","('GHYX', 0.0001267111219931)","('PYUQ', 3.51260241586715e-05)"
UKU4Q9C,"('RVSZ', 0.9997081160545348)","('GHYX', 0.0001232888753293)","('PYUQ', 0.0001050378123181)","('SOP4', 1.7262296751141548e-05)","('JWFN', 9.788765964913182e-06)"
5C9MN1D,"('RVSZ', 0.998424768447876)","('SOP4', 0.0007667276076972)","('66FJ', 0.0003339897084515)","('RIBP', 0.0003311432374175)","('8NN1', 5.525826418306679e-05)"
6JZA76L,"('RVSZ', 0.9998242259025574)","('GHYX', 6.803910946473479e-05)","('PYUQ', 3.33533353114035e-05)","('N2MW', 2.2045291188987903e-05)","('7POT', 1.2700818842859007e-05)"
BWDVKFY,"('K6QO', 0.7941173911094666)","('QBOL', 0.1571923494338989)","('N2MW', 0.0308890789747238)","('AHXO', 0.0039509129710495)","('ECY3', 0.0039442246779799)"
13YQ2ZJ,"('K6QO', 0.8496153354644775)","('QBOL', 0.1308898627758026)","('PYUQ', 0.0115508390590548)","('RIBP', 0.0023514782078564)","('ECY3', 0.0012561631156131)"
D9RHA5N,"('K6QO', 0.9954572916030884)","('GHYX', 0.0023462395183742)","('QBOL', 0.0014846009435132)","('ECY3', 0.0002438427036395)","('N2MW', 9.218501509167254e-05)"
GQK3D6Q,"('RVSZ', 0.9997995495796204)","('GHYX', 5.0663118599914014e-05)","('QBOL', 3.951823237002827e-05)","('PYUQ', 2.5501849449938163e-05)","('JWFN', 2.072858660540078e-05)"
WBDLRE0,"('JZ9D', 0.9989211559295654)","('QBOL', 0.0006948929512873)","('GHYX', 0.0001532806199975)","('RVSZ', 7.409622048726305e-05)","('PYUQ', 5.505061562871561e-05)"
SANFM3E,"('QBOL', 0.7083277702331543)","('JWFN', 0.1553639322519302)","('ECY3', 0.0440411828458309)","('PYUQ', 0.0286362804472446)","('N2MW', 0.027850080281496)"
7AMLGID,"('N2MW', 0.9790538549423218)","('AHXO', 0.0089318649843335)","('RVSZ', 0.005439662374556)","('GHYX', 0.0027005898300558)","('RIBP', 0.001992522040382)"
VD2YPII,"('K6QO', 0.9928586483001708)","('QBOL', 0.0034677360672503)","('GHYX', 0.0020138958934694)","('ECY3', 0.0003260030935052)","('PYUQ', 0.0002891760668717)"
9YR6K7U,"('RVSZ', 0.9002417325973511)","('PYUQ', 0.0644524097442627)","('GHYX', 0.010398756712675)","('7POT', 0.0092334309592843)","('ECY3', 0.0036144277546554)"
MVCGX4U,"('ECY3', 0.8717576861381531)","('K6QO', 0.1037633791565895)","('QBOL', 0.0084836892783641)","('7POT', 0.0032135504297912)","('GHYX', 0.0029889794532209)"
5FHA0NP,"('K6QO', 0.9869076013565063)","('QBOL', 0.0094067081809043)","('GHYX', 0.0016022031195461)","('N2MW', 0.0004399447643663)","('ECY3', 0.0003071609535254)"
PRCUJRZ,"('K6QO', 0.7146452069282532)","('QBOL', 0.2666477859020233)","('GHYX', 0.010422776453197)","('ECY3', 0.0026755933649837)","('PYUQ', 0.001364781637676)"
3MRPQVZ,"('RVSZ', 0.9998908042907716)","('GHYX', 4.521687515079975e-05)","('QBOL', 1.6058429537224583e-05)","('PYUQ', 1.1284184438409284e-05)","('66FJ', 7.35119465389289e-06)"
GB0S5KQ,"('RVSZ', 0.9998555183410645)","('GHYX', 9.019925346365198e-05)","('QBOL', 1.2203847290948032e-05)","('JWFN', 1.0093925084220244e-05)","('N2MW', 6.630062671320047e-06)"
0UXWV8T,"('K6QO', 0.993524432182312)","('GHYX', 0.0028815323021262)","('QBOL', 0.0018843255238607)","('ECY3', 0.0005357091431505)","('PYUQ', 0.0002794298052322)"
WYUWK1F,"('RVSZ', 0.9997801184654236)","('GHYX', 0.0001255703100468)","('QBOL', 2.921785198850557e-05)","('PYUQ', 1.3204316019255202e-05)","('N2MW', 1.0809966624947265e-05)"
PYGO2ED,"('PYUQ', 0.7482697367668152)","('QBOL', 0.1126083806157112)","('ECY3', 0.0766081288456916)","('JWFN', 0.0307419877499341)","('GHYX', 0.0133069800212979)"
HCPXI85,"('K6QO', 0.9875627756118774)","('GHYX', 0.0054635633714497)","('RIBP', 0.0052933595143258)","('PYUQ', 0.000431045104051)","('N2MW', 0.0003033968969248)"
9A3CAS2,"('RVSZ', 0.9997594952583312)","('N2MW', 8.761944627622142e-05)","('GHYX', 4.089183494215831e-05)","('LJR9', 3.32777199218981e-05)","('QBOL', 2.7313270038575865e-05)"
773G0XP,"('RVSZ', 0.9998339414596558)","('QBOL', 5.041062468080781e-05)","('N2MW', 3.6147612263448536e-05)","('FM3X', 2.0898598450003192e-05)","('GHYX', 1.1376217116776388e-05)"
BXULUMX,"('K6QO', 0.9534204602241516)","('QBOL', 0.0221007205545902)","('PYUQ', 0.0201724842190742)","('GHYX', 0.0017203376628458)","('ECY3', 0.0011518638348206)"
2VX9407,"('QBOL', 0.4409533739089966)","('BSTQ', 0.228938803076744)","('RVSZ', 0.1967192441225052)","('FM3X', 0.0512312911450862)","('N2MW', 0.0300773475319147)"
LAPWFQG,"('RVSZ', 0.99988853931427)","('GHYX', 3.2226766052190214e-05)","('N2MW', 2.779946953523904e-05)","('PYUQ', 9.34466879698448e-06)","('QBOL', 9.246887202607468e-06)"
2MI082A,"('RVSZ', 0.9998904466629028)","('GHYX', 4.343961336417124e-05)","('P5DA', 1.1962184544245248e-05)","('QBOL', 1.1930808796023484e-05)","('PYUQ', 7.01353974363883e-06)"
MM61G5P,"('K6QO', 0.987796187400818)","('QBOL', 0.0074606933631002)","('ECY3', 0.0010312682716175)","('PYUQ', 0.0008212673710659)","('7POT', 0.0005647519719786)"
W55TT7E,"('RVSZ', 0.9997267127037048)","('GHYX', 8.232071559177712e-05)","('PYUQ', 4.6066983486525714e-05)","('QBOL', 3.992590063717216e-05)","('JWFN', 2.469357605150435e-05)"
4CZEKHK,"('N2MW', 0.981562614440918)","('RVSZ', 0.0106410728767514)","('QBOL', 0.0018027331680059)","('GHYX', 0.0017834893660619)","('PYUQ', 0.0010767896892502)"
NRUA15F,"('RVSZ', 0.999831199645996)","('GHYX', 5.089552723802626e-05)","('QBOL', 3.833473238046281e-05)","('PYUQ', 3.19047539960593e-05)","('ECY3', 2.0717345250886865e-05)"
7IPEYP8,"('QBOL', 0.8189438581466675)","('ECY3', 0.0443201474845409)","('JWFN', 0.0408472344279289)","('GHYX', 0.0361524187028408)","('RIBP', 0.0153929879888892)"
PP1B3A6,"('K6QO', 0.8536921739578247)","('GHYX', 0.1111490428447723)","('PYUQ', 0.0104872165247797)","('RIBP', 0.0064949714578688)","('7POT', 0.0048572239466011)"
AYALR72,"('JZ9D', 0.998050332069397)","('QBOL', 0.0009238861966878)","('N2MW', 0.0005356679321266)","('PYUQ', 0.0001884602825157)","('GHYX', 0.0001395451545249)"
87I9A8V,"('RIBP', 0.5089287161827087)","('RVSZ', 0.3924191892147064)","('SOP4', 0.041138432919979)","('66FJ', 0.0224413387477397)","('8NN1', 0.0128804463893175)"
W76PUUD,"('RVSZ', 0.9997974038124084)","('GHYX', 4.8501049604965374e-05)","('N2MW', 2.727309947658796e-05)","('RIBP', 2.343669439142104e-05)","('ECY3', 2.186221900046803e-05)"
EIJ1OEU,"('K6QO', 0.91400808095932)","('QBOL', 0.0593562088906765)","('GHYX', 0.0195711199194192)","('PYUQ', 0.0020810642745345)","('ECY3', 0.0015825750306248)"
DFN528J,"('RVSZ', 0.9997541308403016)","('GHYX', 0.0001107176794903)","('PYUQ', 3.458515493548475e-05)","('N2MW', 2.06680142582627e-05)","('QBOL', 1.897770562209189e-05)"
UJ41HVN,"('K6QO', 0.988658607006073)","('GHYX', 0.0040065059438347)","('PYUQ', 0.0039545549079775)","('ECY3', 0.0018201024504378)","('N2MW', 0.0002607464848551)"
XW3JZBZ,"('RVSZ', 0.9998717308044434)","('GHYX', 4.3716288928408176e-05)","('PYUQ', 2.757351649051997e-05)","('RIBP', 1.4771656424272804e-05)","('QBOL', 1.4356981409946457e-05)"
X9D9VFD,"('RVSZ', 0.9999252557754515)","('GHYX', 2.181656782340724e-05)","('QBOL', 1.5061321391840464e-05)","('PYUQ', 6.335972557280911e-06)","('JWFN', 6.032885266904486e-06)"
XEDJEUX,"('J9JW', 0.9992921352386476)","('PYUQ', 0.0003144515503663)","('GHYX', 0.0001688468910288)","('QBOL', 7.145610288716853e-05)","('RVSZ', 6.912671233294532e-05)"
DBNX5ZJ,"('RVSZ', 0.9997863173484802)","('GHYX', 8.177015115506947e-05)","('N2MW', 4.2183371988357976e-05)","('PYUQ', 2.603105895104818e-05)","('QBOL', 1.7223374015884474e-05)"
ZE11HVM,"('AHXO', 0.3404336273670196)","('QBOL', 0.23739093542099)","('RVSZ', 0.2147048860788345)","('PYUQ', 0.1382890939712524)","('7POT', 0.029470644891262)"
9FBW94E,"('QBOL', 0.7484942078590393)","('RVSZ', 0.1913799494504928)","('PYUQ', 0.0383393764495849)","('ECY3', 0.0027632049750536)","('N2MW', 0.0018170740222558)"
460CZX1,"('RVSZ', 0.9776986837387084)","('N2MW', 0.0112291211262345)","('QBOL', 0.0054845488630235)","('GHYX', 0.0017435596091672)","('RIBP', 0.0008683901978656)"
EIHKWLE,"('RVSZ', 0.9887683391571044)","('GHYX', 0.0041351090185344)","('N2MW', 0.0028445799835026)","('ECY3', 0.001718372455798)","('PYUQ', 0.0005344414967112)"
LNB6PB4,"('QBOL', 0.886397659778595)","('ECY3', 0.0680161044001579)","('GHYX', 0.0214203596115112)","('JWFN', 0.0066098743118345)","('PYUQ', 0.0029049545992165)"
HW4W406,"('K6QO', 0.9969634413719176)","('QBOL', 0.0015522061148658)","('GHYX', 0.0010292270453646)","('ECY3', 0.0001808848464861)","('AHXO', 7.615888171130791e-05)"
3U3ES5R,"('QBOL', 0.8073868155479431)","('GHYX', 0.1630104631185531)","('ECY3', 0.0124566787853837)","('PYUQ', 0.0107931802049279)","('N2MW', 0.0012033981038257)"
M82UKN4,"('SOP4', 0.5935606360435486)","('RIBP', 0.2005851864814758)","('PYUQ', 0.0940546840429306)","('QBOL', 0.0494513325393199)","('66FJ', 0.0246068853884935)"
28KAH89,"('RVSZ', 0.9996912479400636)","('GHYX', 0.0001502309169154)","('PYUQ', 0.000102161844552)","('QBOL', 2.1873265723115765e-05)","('7POT', 8.03422608441906e-06)"
V6B95F8,"('RVSZ', 0.999853014945984)","('GHYX', 5.87678405281622e-05)","('QBOL', 1.9918867110391147e-05)","('N2MW', 1.9069519112235863e-05)","('PYUQ', 1.8818418539012786e-05)"
VS88RR3,"('RVSZ', 0.999810516834259)","('QBOL', 8.21318753878586e-05)","('ECY3', 2.1757074136985462e-05)","('PYUQ', 2.0876037524431013e-05)","('66FJ', 1.5719919247203507e-05)"
N0N0KPJ,"('RVSZ', 0.9998779296875)","('GHYX', 6.801013660151511e-05)","('QBOL', 2.115160350513179e-05)","('7POT', 5.565495030168677e-06)","('N2MW', 5.146892817720072e-06)"
CY60HI7,"('K6QO', 0.9473674297332764)","('QBOL', 0.0441487021744251)","('GHYX', 0.0029996472876518)","('ECY3', 0.0020557374227792)","('PYUQ', 0.0018897369736805)"
YS6JAWF,"('RVSZ', 0.9035606980323792)","('PYUQ', 0.0520484708249568)","('GHYX', 0.0199639610946178)","('N2MW', 0.0104524744674563)","('LJR9', 0.0031728595495224)"
WOCZOZM,"('QBOL', 0.8389120697975159)","('RVSZ', 0.1384250819683075)","('PYUQ', 0.0086034331470727)","('ECY3', 0.0047615231014788)","('SOP4', 0.0013971083099022)"
F2S30EK,"('RVSZ', 0.9994643330574036)","('GHYX', 0.0002157249837182)","('JZ9D', 0.0001123693509725)","('AHXO', 4.100893056602217e-05)","('PYUQ', 2.7985512133454904e-05)"
7FG6LF3,"('RVSZ', 0.999821126461029)","('GHYX', 9.44190687732771e-05)","('QBOL', 3.883207682520151e-05)","('N2MW', 1.4969857147661967e-05)","('ECY3', 6.253841092984658e-06)"
FUQGC6K,"('RVSZ', 0.9939228892326356)","('QBOL', 0.002570744138211)","('GHYX', 0.0012355091748759)","('PYUQ', 0.0005229155649431)","('N2MW', 0.000284827343421)"
EEQYJHR,"('K6QO', 0.9727960228919984)","('GHYX', 0.0129632046446204)","('PYUQ', 0.0098170852288603)","('RIBP', 0.0016304383752867)","('LJR9', 0.0011356754694133)"
J6XREWA,"('RVSZ', 0.4411175549030304)","('QBOL', 0.3890832364559173)","('N2MW', 0.0679279714822769)","('GHYX', 0.0161164086312055)","('RIBP', 0.0115323523059487)"
FMPGERO,"('RVSZ', 0.999171495437622)","('GHYX', 0.0006313888006843)","('PYUQ', 6.0622864111792296e-05)","('QBOL', 5.266784501145594e-05)","('LJR9', 2.463678174535744e-05)"
R7IXVDZ,"('RVSZ', 0.9990906715393066)","('PYUQ', 0.0007425825460813)","('GHYX', 0.0001160085448645)","('N2MW', 9.965597200789487e-06)","('SOP4', 8.768855877860915e-06)"
K04YNIH,"('K6QO', 0.968244194984436)","('QBOL', 0.0119388364255428)","('PYUQ', 0.0099673317745327)","('JWFN', 0.0044632088392972)","('ECY3', 0.0012684264220297)"
IHLZWWR,"('K6QO', 0.9651318788528442)","('QBOL', 0.0288100037723779)","('GHYX', 0.0024422691203653)","('N2MW', 0.0009369176113978)","('P5DA', 0.0006453809910453)"
